part_id,sample_price,workstation_type,effective_date,active,comments,created_at,updated_at
35,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
36,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
37,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
38,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
39,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
40,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
41,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
42,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
43,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
44,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
45,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
46,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
47,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
48,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
49,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
50,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
51,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
52,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
53,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
54,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
55,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
56,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
57,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
58,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
59,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
60,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",""
61,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
62,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
63,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
64,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
65,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
66,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
67,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
68,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
69,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
70,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
71,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
72,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
73,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
74,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
75,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
76,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
77,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
78,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
79,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
80,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
81,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
82,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
83,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
84,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
85,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
86,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
87,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
88,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
89,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
90,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
91,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
92,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
93,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
94,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
95,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
96,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
97,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
98,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
99,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
100,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
101,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
102,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
103,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
104,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
105,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
106,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
107,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
108,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
109,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
110,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
111,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
112,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
113,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
114,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
115,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
116,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
117,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
117,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
118,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
119,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
120,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
121,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
122,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
123,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
124,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
125,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
126,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
127,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
128,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
129,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
130,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
131,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
132,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
133,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
134,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
135,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
136,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
137,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
138,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
139,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
140,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
141,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
142,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
143,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
144,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
145,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
146,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
147,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
148,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
149,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
150,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
151,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
152,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
153,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
154,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
155,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
156,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
157,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
158,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
159,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
160,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
161,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
162,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
163,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
164,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
165,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
166,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
167,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
168,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
169,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
170,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
171,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
172,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
173,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
174,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
175,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
176,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
177,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
178,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
179,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
180,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
181,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
182,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
183,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
184,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
185,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
186,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
187,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
188,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
189,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
190,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
191,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
192,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
193,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
194,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
195,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
196,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
197,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
198,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
199,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
200,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
201,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
202,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
203,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
204,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
205,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
206,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
207,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
208,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
209,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
210,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
211,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
212,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
213,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
214,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
215,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
216,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
217,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
218,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
219,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
220,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
221,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
222,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
223,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
224,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
225,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
226,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
227,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
228,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
229,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
230,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
231,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
232,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
233,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
234,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
235,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
236,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
237,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
238,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
239,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
240,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
241,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
242,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
243,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
244,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
245,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
246,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
247,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
248,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
249,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
250,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
251,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
252,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
253,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
254,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
255,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
256,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
257,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
258,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
259,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
260,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
261,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
262,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
263,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
264,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
265,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
266,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
267,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
268,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
269,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
270,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
271,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
272,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
273,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
274,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
275,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
276,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
277,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
278,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
279,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
280,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
281,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
282,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
283,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
284,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
285,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
286,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
287,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
288,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
289,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
290,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
291,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
292,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
293,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
294,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
295,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
296,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
297,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
298,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
299,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
300,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
301,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
302,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
303,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
304,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
305,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
306,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
307,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
308,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
309,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
310,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
311,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
312,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
313,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
314,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
315,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
316,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
316,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
317,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
318,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
319,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
320,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
321,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
322,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
323,0.5,table',"2026-04-01",0,,"2026-04-09 20:05",
324,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
325,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
326,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
327,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
328,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
329,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
330,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
331,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
332,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
333,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
334,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
335,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
336,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
337,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
338,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
339,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
340,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
341,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
342,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
343,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
344,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
345,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
346,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
347,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
348,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
349,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
350,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
351,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
352,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
353,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
354,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
355,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
356,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
357,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
358,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
359,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
360,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
361,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
362,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
363,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
364,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
365,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
366,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
367,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
368,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
369,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
370,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
371,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
372,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
373,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
374,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
375,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
376,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
377,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
378,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
379,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
380,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
381,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
382,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
383,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
384,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
385,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
386,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
387,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
388,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
389,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
390,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
391,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
392,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
393,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
394,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
395,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
396,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
397,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
398,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
399,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
400,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
401,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
402,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
403,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
404,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
405,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
406,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
407,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
408,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
409,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
410,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
411,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
412,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
413,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
414,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
415,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
416,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
417,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
418,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
419,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
420,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
421,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
422,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
423,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
424,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
425,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
426,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
427,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
428,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
429,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
430,0.5,table',"2026-04-01",1,,"2026-04-09 20:05",
